board,winner
OOOOO   XXXX  XXOOOOX XXOXX OXXOXOXXXXXXOOOOXOXXO OX OOXO XOOXOXOXXOOOOX OXO XXOX XX OXOOOXOOXXOXOOXX XO OOX XO XXXO XXOOXXOXXO XX OXXXOOXXXXXOXXXOOOOXXOO OOOXOXOOO OOO ,1
OXOX O XXXXXXOX O OOXXXOOXXOXXXOOOXOOOXOXXXOXO OOOXXXOXXOOOXOXXOXXXOXXXXOXOXOXOOOOXOXOXXOXX OXXOOXXXXOOXX  OXOXOOO XO OOOXXXO XOXOX OOOOOXO OXOOXOXOOX XXXOOOOOOXOXXO  XX,1
 X OOXOO  O XX OXOXXXXX X XOXXXOXOXXXX OOXOO XXOX OOOOOXOXXXX OOX XOOX OOOOOOO XXX OOXOOOX OX  XOOXXX OO OXXO XXOXXX XXOOXXXXOOO X OOXXXXOOXOXXOOOXOOOOXOOXXXXOXOOXOOXOOO,0
XOOO OXO XXXXX XXOO   X XO XXXOX OX OXOO OXXXO  XXOOO OOX OOOX  OO XO XO OXXOX OXOOXX XX XO XOXOO XO   OOXOOOXX XXXOOXOOOX X OO X  O   OXXOXXOOXO   X OOOO  XXXXX  XO OXX,1
X X XXOXXOOOO  XO OOXXOXXOX OOXOXXOOXOOXO  XXOOOOO OOXXXXOO X OX OX OXOOXOXOOOOX X OO XXXXO O XXXX XOX  XOX XOX XOXXO XOOXXX XOO XO XX XOX OXOOO   X  OXOOOOOXX XOO  X XO,1
XXOOXXOOOXOXOXOOOXXOXOX XXOOXOXXOOX XOXXOXOOOXOXXOOOXOOXXOXOXXXXOOOXOOXXOXOOXXXXXXXOXXXOXO OXXOOXOOOOO OOXOXOOOOX XOXOXOXXOOOOXOOOOXXOXO XOOOXXOXXOOOXXXOXXXXXXXXOXXXXOOO,1
XXO  XOXXX XOOXXOXOXOXOXOOXOXXXOOOXOXXOOOOXXO  OXXOXXOOXXXXOXXOXXOXOXOXOOO XOXOXO XOXXOOOOXXXOOXO XO XX XX XXXOO XOX XOOXOXOXOX OX OXOOX  OOOXOO OOOXOO XX  OO OOXX XO OX,1
O OOOOOOOOXOXXOXXXXXXXXOXOXXOXXXOOOXXXOXOXXXX XOOOXX XOXXOXXXOX  OXXOOOOXOOOOXOOXXOXXXOOOOXOXOXXXX XXXXXXXO XXOO XXO OXOOOXXOXOXOOOOOXOX XOOOOXOOXOOOOO XXOOOXXXOOXOOOXXO,0
XXOOOOOXOXXOXOXXXOXOOOXOXXOXXOOXOOOO XXOXOOOXOXXOOXOOXXXOXOXXXOOXOXXXXOXXXXOXXXOXOOOOXXXXOOXOOOXOOXOOXOOOXOOXXXXXOOOXXOX OOXXXOXX OOX OXOXOOOXXXXOXOOOXOX OXXOOXXOOOXOOXX,0
XOOOOXXX XOXOOOOOOXX XXOXOOOO XXOX XOXOXOX OOOXXXO OOXO OXOOOOOXOOOXXOOXXOOOOXXXXXOXXOOXXXXXOXOXXOXOXXXOOOOOXOXX X XOXXOXXXOOXXXXOOXXOXOOX OXOOOXXXXOOOOXOOXOOXX OOXXXOXX,0
XOXOOXOOOOXOOOOXOXXOOXXXOOXOOOOXXXOOXXXXXXXOOXOOOOXOXOXOOXOXOOXXOXXOOXXXOXXOOOOOXXXXOXOOOXXOXOOXXOXXXOOOXXXXOXOOXXXOXXXOXOXXOOOXXXXOOOOOOXXOOXXXOOOXOOXOXXXXOOOXOXXOXXOXX,1
OOOOOXOXO XOOX  XOO OOOXOOOXXOOOOXXOOXXOXOXXXXOOOXXOXO XOO  XXOOXOX OXOOX XO XXOXOXOXXOOO OOOXOXOXXXXXX XOOX XX OX  OXXXX X XOOXXOOXO OXOXOO XXOXXXXXOOOXXXXXXOXO XOXOOOO,0
XXXXOXO OOOXOXOOOXXOOOOXOXXOOOOOOOXOXOXXOOXXOXXXXOXXOXXXOOXOXOXXOXXOXOOOOXXXOOXXXOXOXOOXXOOXOOXXXOXOOXXOOOOOXXOXXXOOXOXOXO XOOXOOOOOXXXXXXOOOXXOOXXOOOXOXOXXXXXXXOOOXXXOX,1
XOXOXXXOXOXOXXOXOOOOXXXXXXOOOOXOOXXOXXOOXXOXOOOXXXXOXXXXXO OXOXXOOOOOXOOXOOXXXXXOOXXOXOXOXXOXOXOXXXOOXXOXOXXXXOOXOXOXOOOXOOOXOXOOXXXOXOOXOXOXXOXOXOOXOOXOXOXXOOOXOOOOOOOX,0
OOOOXOXOOXXXOOXXOOXXXXXXOOXXXOOOXXOXXOOXOOXXOXOXOOXOXOOXXXXXOXXOOOOOOOOOXOOXXOXXOOXOOOOOXOOOOXXOXOXXXXOXXOOXOOXXOOOOXOOXXXXXXOXXXOOXXO OXXXOXOXXXOOXXXOOOOXXXXOXXOXXOOXOO,0
OOOOXX OXOOXXOXXXXXXOOOXXXOXXXOOO OOOO OOOOXOOOOXOOXO OOXX OOO XXXOXX OOXOOXXOOOOXOXXXXOOOO X OOXXXXX XXXOOXOOXXOOXXOXOOXXOXOXOXOOXXXOXO XXXOX OOXOOOXXXXXXOXXXXXXOX XOOO,0
OOXOXXOXXOXXXXOOXXXXOOOOXXOOOOXXOOXOOO OXOOOOOXXOOOXXXOXOXOXOOXOOOXXXOOXOXO OXXXXOXOX OOO XOOXOXXXXOOXXXXXOXOXXOXXOXOOXXOXOOXXOXXXOOOXXXOOXXX OOOXXXXOXXOOXOOOXXOXXOOOOXO,0
XXXXXXXOOOOOOXOX XOXOXXOXOXXOXX OOXXOXOOOXOXOXOXXOXXOOOXXXOOOXOOXOOOXXOXXXXOOOOXOOOOOXXXXOXXXX XXXXOOOXOOOXXOX OOOOOXXOXOXOXOXOXOXXOXOOXOXOXXOXOOOOX OXXOXOXOXOOXOOXXOOXX,0
OOOOOOOXXOXXOXOXOXXXOXXOXOXOXXOXXXOOXOOXOOXXXXXXOXXOXOOOXX XOXOOOOXOXOOXOOOOOXXXX XXOOXOOOXXOXOOXOXOXOXOOOOXXXOOXOXXXOOXOXOXOXXOOOOXOOOXOXOOXXXXXXXXOXXXOOXXXOOOOOXXOXOXX,1
XOX OOXOXOOOXOOOOOXXXXXOOXOXOOOOOOXXOOOXXXXXXX  XXOXOXXO O OXXOXOO OOXXOXOXXX  OOOOXXOXXOXXXOX OXOXXOXOO XXOXOOXXOXXXX X OOOOXXXXXOXXOXOOXOXXXXOOXXOOOXO OO OOXXOOXXOOOXO,1
O XXOOXOXXOXXOXXX XXOXO XOXXXXOX OOOOX OOX OOO XXOOOXOOOXXOOXXXOXXXOXXXXXOOOXXOXX OOXO OXO OOX XXXXOOXXOOOXOXOOOOOOXOOOOXXOXXOXOXOXXOXOO OXO X XX XXO OXOXOXXOXOXOOXOOOX ,0
OOOO OOXXOOXXOOXOXOOXXXOOXXOOXXOOOXXOOOXXXOXOXXOXOOOOXXXXXOOOOOXXOOOXXOOOX OOXO  XXXXOOO XOXOXOOXOXXXXXXXXX OOXXXXXOXXXOXO OXXOXOOOXXX OXXXXOXOOOOXOOOOOOXOXXOOXXXXOXXOXO,1
 XXXOXOXXXOOOO XOOXXOOX O XXOXXOOOOOOOXXOOOOOOOXX XOO OXOO XXOOOOO OXXXXXOOOX XX  OXXOXXXOOXO OOOXOOXXXXXO XOXXOOXX XOXOX XX O XOXOOOXX OO  X O OOXX XX XO XXXO X OXXXOOX,0
XXXOXXOXXOOOXOOXXXOOOXX XOOOOXOXOOOO XO OOOXOXXXXX OXOXO XOXXO XXOOOXOO OXXOX OOOO XOXXXXXXOXOO XOX XX XOXOXOXOXOXXXXOXXOXOOOOXXOXO XX OOOX X OOXOX XOOXOOOO OXOXOOOXXXXX,1
OOXXXXOOOOXOXOOOOXOXOXOOXOOOXOXXOXOOO OOOXOOOXOXOOOOOOXOXOXXXXXXOXOXXXOXOOOOOOXOXXX XX OXXOXXXOXOOXXXXOXXXOXOOXXXOOOOXXXXOOXXXXXXXXOOXXXXOOOOXXXXO OOXOXXOOOXOOX XOXOXOOX,0
XXOXOXOOOOO  OOOX OO XOOXOXXXXXXXOOXXXOOXXO XOOOXXXXOXOXXOOOOXOOXXOOOXO XXOOOXOXXOXOOOXXOOX OOXOXXXXXOOOOXOXXXXXOXX XXXOOXOXOXOXOXOXXOXOOXOOO OOXXXXOXOO XXXXOXOOOOXOOXXX,1
XXOXOOOXXOXOXXXOOOOOOXOXXOXXXXOXXXOXOOOOXOXXXOOOOOXOOXOXOXOXXOXOXXOOXOXXOXOXOOOXXXXXOXXXOOOOOXOO XOOOO OXOOXOOXXOXXOOXXOOOOXXXXOXXOOXOXXXO X XOXOOXXXOXXOOOXOOXOXXXOXXXXO,1
XXOXOOOO XOXOXXX OXXOOX OXOOXOXOOOOXOXXXOXXOXO OO XO XXOXOOOX OXX OX OOXXXOOOOOXOXXXXXXXOXOOXOXOXXOOXOOXXXXO OOXXOXX OXOXOXOXXXXOOXXXXOOOO X  XX   XOOOOOOOXX XO OOXOX OX,1
XOOOOOXOXOXXXXOXX O X OXOXX XXOXXOOXOXOO XOXOOOOXXXOOOOOXXXOOXX XO XOOXOXOXXXOO OXXOOXOXXXOX OOXOOOOXXO O  OXXOOO OXXOOOXOXXXOO XXXOXX OXOOX  OXOXOOXXXOX XXOXXX     OX O,1
XO XOO OOOOXOXOOOXOOXOOOOXOXOXX XOO XXOXXXOXOXXX OXOXXXOOOOOOOOXXXOXXXX O OO OOXOOOXOOOXOOOXXXXOXOXX XXOXXXXXXXOXOXXXOOXOXXX OXXOOXXXOXOOOXXOXXOOOOXXXXO OOXOOOXOXOXOXXXO,0
OOXX OOOXXXOOO OOOOXXXXXO OXOXXXXO XOOXX XOOOOOOOOOOOOXOOOXOO  XX OX OXXXXOOXXXXOXO O  XXOOXOXOOX  X X   XOOXXOX OOO XOXOXO XXXOOXOXXXO  XOXOXOXXOOXOOXXX O XXO O X XXX X,0
OOXXXXO O XXXXOXXXXOOXOXXOOOXXOOOOOXOOOOO OXXOOXX XXXXOOXO XOX OX XOOXOOXXOXXOOOOOXXOX OOOOXOXOOXXOOOXXOOOOOOX XXXO  OOO XXXX XXX XXXOOOOOOOXXXXXXOOXXOXXOXXOXO XO OOXXXX,1
OOXXOOOOOOOXXXXOOOXOOXXXXXOOOOXOOOOOOXXXOOOXXXOXOXOXXOXXXXXOOXXXXXXOOXXO XOOXXX OXXXXXO OOOXXOXOXOOXXXOXX XXOO OXXX XX OOXXXOOOOOXXOOOXOXXOOOOOOXXXOOXOXOOXOXOXOOXXOXOOXO,0
 XX XXOXXXOXOXXXXXXXOOOOOOOOOOOXOX O XOXOOX XXXXOOOOOOOXOOO XOOXXOXOXOOOXXXXXXOXXOOXXXOXXOOXOOXOX XOXXOXOOOOXXOOOXOX OXOOOXX OOX XOXOX  XXXXXOOXOOOOXOXOO OXOOOXXXXO XXXX,1
XOOXXOXXXXOXXOOOOOXOXXOOOOXXOOOXOOOXOOXOXXXXOXXXOOOXOOXOXXOOXOXXXXXOXXXOXXXXXOXO XOOOXOOOOXOOXXOXOOXXXXOOXOOXOXOXXXOOOOOXOXOXOXOOXOXXOXOXOXOXOOOXXXOXXXXOOXOXOOXXOOXOXOXO,0
XXOXXOXXXOOOXX OOXXXXOOXO XXXXXXXXOO X OXOXOXOOOXXOXXOOOXOXOOXOXOXOOOXXOOOOOOXOOXOOXOXXOXOOOXX OXXX XXX OXXXOOOOOXOOXOOXXOXXOOOXOOXXOXX OXO OOOXOXOXXXOXXXXXOXXOOXOOXOOOO,0
O O  OXXOX  XO O   XOXXXO OOXXXXX OO  X OOOXOXXOOOXO XO XOOXX  XOXXOXXX OX OOOXO X OOXOXOXXOOXX OXXXXOXOXXOO OOXOXXX  O XXX XOXOXOXOXX XXOO XOXOOOO OXO O OOOXOOOXXX XXOO,1
XOXXOXO XXXX OX OXOOOOOXOOX XXOOO XOXXOOOOOXOOO OOXXOOXXX O OXOOOXX O XXXO XOOXOO XXO XXXOXX OXXOXX OXXXXXOXXOXOOXXXOOOOXXO XXOXXOOXOXXOO OOXXXO   OOOOXX  OX X OOO OOXXX,0
XXXXXOXOXOXXOOXOO OXOXOO XOXOOOXXOXOX XOXOXXXOXXXOOX OX XOXXX OXOXOO OOOXXOOOOOOXXXXXOOXOOOOOOOOXXXXOOXXXOXOXXX OX XOOOXXOOOOXXXXXOOXXOXOOXXOOXXXOOX XO OO XOXOOXOOOXXOXX,1
 XOXOXOXOOOXOOOXXXOXOOXX XOXXOXXOOXXXOXXXXX XXOXOXOXOOXXOOXOXOOOXX OOOOXOOO OOXOXOXXOXOXXXXXOXXXOO OXXXOOXOOXOOXXOXXXOOXOXOOXXXOXOXOXOXXOOOOXXXOXXXXOXXOOOXOOXOOOOOOOOXOX,1
OXXXX XOXOXOOOXXXOXXOXXOXOOXOXOX OOOOOOXXOO XOXXOXXXXOXOOXX OXOXOXO OOXXXXOXXOOXOOOOOOXXOXOOXOOOO OOOX OOXXXOOXOXOOOO XXOXXXOXX OXXXXXOOXX  OXXOXXX XOOOOXOXXXXOOOOO XXXO,0
OOOXXO XOXXOXOXXOXOOOOXXXOXOXO XXXOOOXOOXO OXXXXXOXXOOXOOXXOOXXOXOO XXOOXXXXXXXX XOXOOOOOXOOXOXXO OOOOXOX X XXXOXXOXOOXOO XOXXOOOXOOXOOOOOOOXXXXOOXOXX OXXOOX  OXXOOXOXX ,0
XXXOOXOOXXXXXOXXXOOOXXOOXOO XX XXXXXOOXX OOXXXXXXXXXXOOXOOO O OXXOXOO OOXO XXOOXOXO OXOXXOOXOOXX OXOOOXO X XOOOOXOXOXXXXXXOOOXXOXOOXOOXO OO OOX  OOXOO OOOOOXOXX OXOXXOXX,0
OXXXOOXOOOOOOXXOXOOOXXOOXXOXXOXXOOXXOXOXOXOOXXXXXOXXXOXXOXOOOOOXXOXOOXOOOXXXOOOXOXXXXXXOOOOOOOOOXOXXXXOXXXXXXOOOXXXOOXOXXOOXXOXXXOXOOOXXOOOXXXOO OOXXOOOXXOXXXOXOOOXOOOXX,0
XOXXOOOXXXOOOOOXOXXOOOXOX XOXXOXOXOOOOXOOOOOXOOOOXXOOOOOXXOOXXO OXXXXXOOXOXOOXXXXOOXXOOXOOOXOOXXOOOXXXXOXXXXXXXOXOXXXXXXX XOOXOXXOXXOOOXXOOXOXOOXOOXXXOOOO XXXXXXOOOXOXOX,1
OXOXXOXXOOOXO OXXXXOX OOOOXXOX OXX OXXOOX  OOXXXXX OO  XXOXOOOXXXXXXOXXOXXOXXOOXXOOOOXOXOO OO OXOOXOOXOXXXO XXX OXXOXXOOX OOX OOOXO OOXOOXXX OOXOXOXOXXOOO XX O XOO XXOXO,0
XXXOXXXOXXXXXXOXXOXXOXXOOOXOXXOXXXXOXOXOXXXOOOOOOOXOXOXXOOOXXXXOOXXOXXOOOOXOXOOXOOOXOOOOOXXOXOOOOXXOXOOXXOOXOOXOOOOXOXXOOXOXOOOXXOXXXOOXXXXXXXOXXXXXXOOOXXXXOOOOOXXOOOOOO,1
XOOXXOXOOXXOXXOOXXXXOOOXOXXX X OOOXOOXXXXXO OOO  XOXXXOX  OOOXXOOX  OOOO OX XXOXXOOOOOXOXXOOXX  OOOXXXOXOX XO OOOXOOXXOXOOXOO XX XXXXXXX XXX OXXOXOXXXXOXO  XOOOOOOXOOO O,1
XOXXOOXOOXOOX OXXOXOXXXOXXOXOOOOXOXXXXXOXXXXXOOXOXOXOXXXOXXXXOOOOXXOXOOXXOXXOXXOOOOXOOOXOOXXXOOXXXXOOOXXOOXOOXOOXOOOOXXOOOXXXXOOOXXXXOOOXOXOOXXOXXOOOOOXOXXXOOOXOXOOOXOXX,0
OO OOXXOXO XOO  O OXOXX XOXO OXXXXXOXOXO XXX OOXOX OO XO XXOXOOXX X XOXXXOXXO  XOXXX XXO OO OXXXOOXXXO    O O XOX  XOOXXX OX XOX  XOOX O  XO OO OOOOOOXXXOOX OX XOOXOO  O,1
OOOOXXXXO O XXOOOXOXOXXOXXXXOOOOO OOOXOXXOOOOOXOOXXXXXOOXXX XXXOXXXOOXXOXO XOOXXXX   XX OXXOXXXX OOXXXXOOOXXOOXOOXOXXOOOOX XXOOOOXOXXOOXXXXXXXXOOOXOXOO XOOOOOOOOOXOOXXOX,1
XOOXXOXXX XXO  OOO  OXOXOXOOXXOOOXO OXX XOX OOXOOO XXOXOX OOOO XXX XOXX  OOOXX XOXOOOX XX  XOOXXOOXX O XXXOO  XXXXOXOOOOXOXO OO  OXOO XO OOOXOXOOXOXXXXOOXXXXXXOOX XXOXO ,0
XXOXXOOO OXXXXOO XOXOXOOOOXXOXOXXOOOOOXOO OXOXOOOOOXXOXOXXXXXOXOXOOOOOOOOX O OO XOXXXXXX XXO XXOXO OXXOOOOOOOOXOXXXOXOOOOOXOXXOOOXXXOOOOOXXXX XXXXXXOXXOOXXOXXOOXXXXX XXX,0
XOXXXXXOXOOXOXOOXXOXX XOXOOXX XXOX XXXOOXOXOXXOXXXXOOOOXOXXXXOXOXOOX OXOOOOXXXOXXOXOXOOOXXOOOOOXXOXOOOOXOXXOXXOOXOOOX XXOOXXOOXOOOX XOXXXXOOOOXOOXOXXXOXOOXXXOOOOOXXOOXOO,1
O  OO    X O O XO  O  X O OOO XXX XOOOO XXX OOOO XXOX  OO    XXOXOOO   OXOXX  X O  OX OX OX OXXXXO XO XOOO   XXXOOX  XX OX OXO     X OOOX X  OOO XXO X  XOXX X XX  XOXXOX,0
XOOX X  XXXOO XOXOO OXXXXXXX   OO OOXXO OOOOOOOOXOO XXOXXXOOXOOO XO XXXXXXOOXOOXXO XXXOOXXXO XX OOXXX XXOOXXXOOOO XO OXX  O OXXXXX  OOO  XXXOXXX OOOXOOXOXOO OX OOOX OXOO,1
OO XXXX XXXXX  XXXOX XXXOXOOOOXOO XOX OXOXX O OOOO XOXOOX  XXXXOXOXXX  OXOOOXXOOOO OOXOOOOX OOO XOOXXOOO OOX XXO XXXOXOOXXXO O O OXXXXOO XOXXXXOOOOOXXOOOXXXOXOO XOOXXXXO,0
 OXOXXXO XOX OXXXX OXO OO XXXOOOXXXXOOXO XXOXOXOXXXXXXOOOXOXXX OXOOOOXOXXOXOOO OXOXOXO OOOX XXOOXOOXOOOXOO  OOOOXOXOXXXOOXXXOOXO XXX OXO XOOXXOXOOOOXOXXX O X X XXOXOOO X,0
X X   OOOXOOXO XOOXOO OOXXXXOX XXOOXX O X XOOO OOOOOOXOXXXOXX XOOOXXXXXOX OXOO OOXO XXOXOOXXXOX XOOOOXOXOOXXOXXXXXOOXO OXXXOXXO OXOOXXOXXXO  XXXOXXOOX OOO OOXOOOXXXXXOXO,1
OXX XXOX OXXXOO OXOOXXOXOXO O XXXXOXXXX XOOXOOOXXOOOXXXXO OXXOXOO XXOOOXOOXOXOXXOOXOOOXXOXOOXOXOOX OO OOXO XOOOOXO OXXXXXOXOXXXOO OXOXXOXOXXX XXOOXXO OOXOOOOXXXXXOXOO OX,1
XXXXOOOOOOXX XX XX OXXOXXXXXOXXOOXOXX X  XXO XOO OOO XOXOOOXOOXXOXXXOXXOOXOXOXOXXXOXOXXXXOOXOOO OXOXOOOXXOOOXXOXOXXOOXOXOOOOOOXOXOOXOOOOOXOXXX OXOXOOXOOOXOXXXOXOXXOXOOXX,0
X XOOXOXOOXXXXOXOXXOO XOOOOOOOOXXXXOOOXXO OXOXXXOXXXXXOXOXXO XX XXXOXOXXOOXX XOX XXXXX  XOOXX OXOXOXXXO OOXXXXOO OXOOOXOOXO XO X XOOXOXOOXXOOOOOOOOOOOOOXXOXOOOXXOXOXXOOO,0
XXXOXXXOOOXOOXXOXOOOOOXXOOOXOXOOXOOXOOOXOOOOXXXXOOXXXOOXOXXXXXOOXOOOOXOXXOXXOOXOOXXOXXOXXOOOOOXXOOOOXXXXXXXXXOOOXOOXOXXOOXOOXOOOXXOXXOOXXOXXOOXXOXOXOXOXXXXXXOOOXOXOXXXXO,1
 X OOOXXOXXOOXOOXXXX XOXXXXX OOOXXXXOOOOOOOOXOOOXOX XOOXOXOXXOXOXXXXOXXOXOXXXXOXXOX OXO OXOOX XXXXOXXOXOOXXOOOOXXOOOXXOOXXOXOXXOOO OOOOOOXOXXOOOOO  XO XXXOXXOX OOXXOXXOO,0
OXXOOXOXXXXXXXOXXOOO XXOOOXXXOO XXOXXXXOXO XXXOXOX OXOOOXOXXOXXXXOOOX OOOXOXXXXOOXXOOXXOOOXXOXXXXOXOOOXXOOXXOO XOOXXXXOOO  OOXOXX OXOOXOOOXXXXOOOXOXXXOOOXOOXOOOOXOO OXOO,1
OOOOOOOOXOXXXXXOOXX O XXXX XXXO OXOXOOOOOX OXOXXOX OXXOOXOOOXOXXXX OXXOOXOOOOOXOXX XOO OXOOXXXO  OOOXOXXOOXXOXXOOOXOXO  OXXOO XOXOXXOOO XXOXX XXXXXOOXOX XXO X OXXX  XOOO,0
OOOOXXXOOXOX XOXO XOOOOXXX OXXXOO OO XXXXXXXOOXOOOXXOOOX XXOXOOOOOXOXOOXOO OXOX XXXOOXX XXXOXOXO XXOOOXXOXOOXOXOOXXOOXXOOOXXX XXXX O XOOOOXXOOXOXOOXOXOXOXOXXOXO XXOOOX X,0
XX OXXXOXXO  XO  OOXOO XXOX  XOOOXO XXXXOOXX O   OOOXXXX OOOX XXXOOOOX XXX OOX X OXXXX  X OO OO OXO OOX XOXOOOXOOOOXOXOXO OOOXXOOOX OXOOOO XXOXXOXOX  OX XOX   XXOO XXXX ,0
XXXXXOOOOXOOXOXOOOXOXOXOOXXXXXOXOXOOXXXOOXXXOXXXOOXOXOOOXOXXXOOOOOOO  XOXXXXXOXX XXOOX XXOOOOXOXOOOXOO XOXOXOOXOOXXXXOXXOOOXOXOXXXOOOXXOOOOOOOXO OXXXOOXXXOOXXXXXO OXXXOO,0
XOXOOOOXXOOXXOXOXOOXO  XOOOOXX OOXOXXOO XXXOXOXXXX OOOX XXOXXXOOXXOOXOXXOXOOO OOOOOOOOXXOXOXX XOXOX XX OXOXXXXX  XXXOOXOXOOOOXOOXO OXXXOOXOXXOOXOOOXXOXOXXXOXO OXOOXXXXXO,1
XXXOX OX OXXOXX  OXX XOXXO X XX XOOXXX   OOXOXXXOXXX  X XOOXO XXXXX OOOXOOOOOOO  XOOOOOXXOXXX XOO OOOX XXO OXOXXO OX OOO  OO OOOO XXXXOOOOXX OXX XOO XXXXXOO O OXXOOOOXOO,0
XOXOX XO  XOXXO  XOOXO X OOOOOOOOOXOOO OX XO XOOX XOXO O OX XXOXOO  O  XOXXOO OXO OXXX OXXOXXX  XXOX OOXOO X XXO  O XXXXOOXOOXXXOXXO  XXXXXO O OXXOOXOOXXOOXXOXXXO OO XOX,0
OXOOXOXOOOOXXX O OXOXOXOXOOXXXXOXOOOXXOXXO OXOXXOXXXOOOOOOXXOOOXOXXXOOXXOOXOXOXX XXOX XOOOXOOOOXXXOXOXXXOOOOXOXXXXXOOXXOXOXOXOOXXXXOXXXOXXOOOOOOOXOXOXOOOOXXXXXXOOXXOXXOO,0
OO OOOOXXXOXXXOXXXXOOXOOXOXXOOXXXXOXOOOOXOXOOOXOXOXOOXXOXOXOOXOOOOOOOXXOOOXXXOXXXOXXXX OXXOOOXXXXOXXOXXXOOOXO XXXOOOXXXXOXXXOOXXXOOOOXXXOOOXOXOXOOXOXOXXXXOO XOOXOXOOOXXO,1
O  XXXO XOXO  OOXX X  OO OOOOOXX OOOXOXOXO XXO XXXOXOOOOXXOOXX OOX XOXOOOXOOOX OOXOXXOOXXOOX OXXXXXX OOOOO XO XXOOOOOOX X OXXOXOXXOOXX X XXXX XXOX  X O XOO XOOXXX OXXOXX,1
