board,winner
X OXOXXOOXO XOOX O   XX X   XOXOOOOXO X XXX OOXO O O O X   XO  OXXX  O O O X X  X,1
X XO OXX OOXXXXXXOXXXOXXOOOXXXOOXOOXOOOOXXOOXXOOO XXO OOOOOXOOXOOOXXXOOXOXXX XXXO,1
OOOXOOXOXXXXOXXXXOXOXOXXOOOOOOOOOOXXXXOXOOOOXXOOXOXOXOOXX  XXXOXXXXOXOOX OXOOXXOX,0
O OX O X XXOXO X X OOXX X  X OOXX   XOX XOO  XO XO XO O  XX OX X OX OOOO  OX O   ,1
OOXXXO X XOXOOXXOXXXXOXX X OOOXOXXXXXXXXOXXO OOOOXOOXOXOO XOOOOOOOXXOXXOOOXXOXOOX,1
XXXXOOXOOXXOXX OO OOXXXOXOOXOOXO O  OOXO OXO XXXO  OXX OOOXXXXXOOOOXXOXXXOXOOO XX,0
OXXXXXO OO XOOOOOXXXXOX OXXO O  OOXOOO O OXOOXX OX XOOXOO XX XOXOXOXOXO XOXXXXXXO,0
O XXXOOXOOXXXOOOX OOXOXOXOOO XXOOOXXXOXXOXXXXXOXO OOOOOOOXOXXXOOXO  OXXXOOXO XXXX,0
OXXXOX XOOOXXXOXX OXXOXOXOXXOOXOXXO O O XXOOOOOOOOXOXXXOXXXOXXXXXOOOOXOXXOO OXOXO,1
XOOXXOOXXXXOXXOXOOOOXXOOOXOXOXXOOXXXXOXOOOXOXXOX OOOXOXXOOOOOXOXOXO XOXXXXXOXXXOO,1
XOOXXOXX O OO  OX XXXOO   OOX  XX O X OXX XXO  O XXXOXOOOOOXXOOX OOO OXXXO  OOXXX,0
OXXXOXXXXOXXOOXOOXOXOXXOOOXOXXOOXXOOXOOOXXOOOXOXOXXOXXOOXOXOO XXOOOXOXOXOOOXXOXXX,0
OXXOOXXOOOXOOOXXXOOXOOOOXXOXOOX OOOXOXOXOXXOXXOXOXOXXXOOXOOXXOXXOXXOOXOOXXXOXXXXO,0
XXXXOOXX OXO O OXO OX  XXOOO OXX  O  O XOOO XOXXXOO   XO XXOO  O X OXX   OX X XXO,1
XOX XOXXO  XOXXOXXOOOOXOXOX XXXX OOXX OOXXXOOOOXX XOO OOXXOXO OXX OOOXOOXXOXXOXOO,1
XXOXOXOXXXOXXOOXOXXXOXOXOOOXOXOXXXXXOO XOOOOOOOOXOOXXXOXOOXXOXOXOOOOXOXXXOOOX  XX,0
XOXXXXOOOXOXOOXXXOXXXXXXOOOOOOOOXOOXOXXOOOOOOXXXXOXXXOXOOOXOXOXXO OXOOOXOOXOXXXXX,0
X  XOXO XOXOXOOX XX OXXOXOOO   XO OXXXXX OXOOOOXXOO   O XOXO XX X OOXX OXOO OXX O,1
O X XOOXO OOOO OO O OO OXOO XX OX XXX XOO  O XOX X    X OXXXO OO XXXO X  OXOXXXXX,0
XOXXOXXXOXOXXXXOOOX XXOOOXXOXOOXOXOOXOXX OOOOXOO XOXXOOOXXOO XOOXXO XOXXOXOOXOXXO,0
 XX XXO OOXXOOO   O XXXO OX OOX OXXOXOXX XOO  XXO  OOXO XXXXX XXXO OO OOX OOOO X ,1
O XX  XOXOOOX OOXO OXOXOXOOX X O  XO  XXX OOXOOO XOOOXOXX X X XO   XOX XOXOXX X O,1
OXXXOOXO OXOXOOXX OXXX X XOOOOOOX X OXXXXOOXXXOXO O  XXXX  O O XOXOOXOOX OXO O   ,1
OXXXXXXOOOXXOOXXXXOOOOXOOOOOOXXXXXXOX OOOXXOOXXXXOOXXXOXX OOXXXXOOXX OOXOXOOOOOOO,0
OOXO XXXXOX  OXXOO  OOOOOX  OXX XOOXXOOXXXX XOXO  OO XOOXO   OOXOX XXXOXXOXOXOO X,0
XO X   O XX O XOOXOX OXOOOXXXOOXOX XXXXOXOOOOXOXXOOXX XOOXXO XOXXOO OOOXOXX XOXO ,1
XOO OXOXOOXOXOOOXXXOOXOXXXXOXO XOX OOXXOOXXXO OOXOO XXXXOOXOXOOOOO OXXXXOXXXOXXXO,1
XXXXOXXXOXOOXOOXXXOOXXXXOXOOXXOOXOOXXOXOXOOOOOXXOXOOXOXOOOXXXXOXOOOOOXXOOXOOXXXOX,1
XOOXOXXOOOOOOXOO XOXOOX  OOOOXXX XXX XXO X XXX OXO OOOXOXXXOXOXXXXOOOO X XXO XOOX,1
OXOOXOOXXOOXXXX OOXXXOOO OOXX OXXXXXXOOO XXOOOXXOOXOOOOOXOXOOOXOXOOO XXXXOXOXXXXX,0
OOOOXX XX XOXX OOOXOO OOOOXXOOXXXXXXXOOXXOXXXXXO OXXOO  OX  OXXOXOOXO OOXXOOOXXO ,0
OXOOXOOXXOXOXOXXXOXXOOXXOXXOOXXXO XXOXOXXOXOOXOOXXOX XOXXOOOXOXOXOXXO OXXOXOOOO O,1
XXXXXXOO XOXXXXOOXOXO OOXOOOXOOXXOXXOX OOXOXOXXXOOOOOXXXOOXOXOXXXOXOOOXXOXOX OXOO,1
OOXO OXXXO X  O XX XOOOOOOXOOOXXX OO X   O XOXXX  OOXO OX XX   XO  XXX OX XOXOO  ,0
XXXO XOXOXOOOXOXOXXO O XXOOOOXXXXOX X XOOXXOOOXXXOXXXXOXOOXOXOXO XXOXOO OX XOOOOO,1
XOXOXOXXXOXXOXOXXXOXXOOOOXOXXXXXOOXOOXOOOOOXOOXOXOXOOOOXXOOXOXXXOXOXOOOXXXXXOOXXO,1
OXOO XXXXOOOXXXOOXOOOOOOXXOOX XOOOOXXXXOXXX  X OOOXO  O XXO XXXOO XX O  XOO XXX O,0
 XXXOOXXOOOX OXOO XXOXXOX OXXX XO XOXX  XO  XOXOXOXOO OOOXOX  O  OOOOO XXXX OXOOX,0
 XOOOXXOXO OOXXOX OOO XOOXXXXOXOOOOOXOXOXOXOOXXX X OXXXOOX OXXOXXXOXOOO XXO X XOX,1
XXOXXOOOOOOOXXOXOOOXOOXOOXO OOO XXXOX XOXXXOXXXXOOOOXXOXXXXOOXOOXXOOXXOXOXOXOOXXX,0
XXXXOXOOXXXXOO XXXXOOOX XOXXXOOOOXXOOXXOXOX X O O XOOOXXOOX OXXXOX XO O OOOOOOX O,0
 OXXXOOXXOXXOOXXOOOXXOOOXOXOXOXO XXXXOXOXOOXOX XXXXOX XOXOOXX OOXOOOX OOOXXOOOXOX,1
O OXXXOX OOOOXOOOOOOXOO  XOOXO   XXX  XO  OXXOXX XXXOXXOXXXOX OOOXX X   OO XXX OO,0
X OOOOXXXOOOOOX  XXXX OOX XXO OOXXXXXXOXOOOXXXOXOOOOX  XOXXOXOOXOXXXOOXOOXX OOXOO,0
 XOX   X XXXX XOOOOO  OXOOX X OOO XXOXO O    XXOXOOOXOOOOXXX XOOXOXXXXOXXOOOXO  X,0
XXX   XOXXOXOOXOOOOOOXX XXXOXXXXXXOXXOOOXXXO XOXXO XXOXXOOOXOOOOOOX XO OOOOOXX O ,1
OOOOXXXOXXOXX  OOXXXXOXXXOXOOXOXXXOXXOXOOOOOO OXXXOOOXOXOOXOXOXOXXOXXXO OXOOOOXXX,1
O OOOOXXXOOX XXX X OOOXX X XX O XOXXOXXOXXOXOOOO OXOXOO XOOO XXOXOXOXXOOXXOXX  O ,1
XXOXXOOOXOXOXXXOOXXXOOOXXXOOXOOXXOXOOXXOXOXOXOXXOOXOOXXXOOOXXOXOXOOOXXXOOOOXXOXXO,1
XOXOXXOOOO OXX OO XX OXXX OXXX X OXXOO  XXOOXO   X XOO OXXOOOX OXOX OOX XO   O  X,1
OXXXX OX OOOXXOOOOXXOOO OXXX O OXXOOO XX OX O XXOXXXX XO O XXXOOX OXOOXXXO XO OOO,0
OXXXXO XOXOOOXX OOXOOOXOOOXOOXOXOOOXXOOXOXXOX XXXXXO X XOOOXOXXXXXXXXOOOOX XOXOOO,1
OXXOXOOOOOXOOOXOXO OXXXOOXXOXOOOXXOXXXXX XOOXO XOXOXOOO  O OXXOX OXOXXXOXXXXOOXOX,0
OOXXOXXOOOXOOOXXOXXOOXOOXOXOOXOXOOXXOOXXXOXOOOXXXOXXXOOXXXXOOOXXOOOX OXXXOXXXXOOO,0
XOOXO OOOX X OO OO XXXXXXOXOX OXOXOXOXXXXXOO OXXOOOX XOOXOXXXOOOOOXXX OXXO O XOXO,0
OXOOOOOXOOXXXXOXXXXOOOXOOOXOX OOXOXOXXXOOXOOXXXOOOOXOXOX OX  X XXO XO XXXXOXOOXOX,0
OOXX O XOXOO X  XOOXOOOOOOXXOXOXOOXOX  OXXXXX OOOOOOO XXO XXXXXOX XXOOXXXOX  XOOX,0
X X OXOOOOXOO XX XX  X OXXOX OOXXOXXO XXO OXOOXOOXXXXXOOOOXXOOXOOXXOOO O XOXXOXOX,1
XO XXXXXO O X  X XXXXXXOXO OX XX  OO  OXOXO OXOOOXXO OOOX X X OOXOXXXOXXOOOOOOOOO,0
OOOXOX XX XXOXOXO XOXXOOO OOOXXX XOO XXXO OX OO XOO XOXXOO O XOXOOX  XX O XXXOXO ,0
O  OXXOXX O OXOXOXXOXXXOXX XOXXO OOO X OOO OXOXXO  OOXOXOXO XXX XXXOX X O OXOOOXO,1
OXXOXOOXOOOOXOXXXXXXOOXXOOOOXXXOXOOXOOXOXX XO OOXOXOOOXXOOOXOOXOXXXXOOOOXXXXOXXXX,1
X XXO X   X  XXXXOOO   OX  XO  XXX XOO    XOOXO OOOX  OOOO XXXOOX  OXO X OX OXO  ,1
 X OOXXOXXOX XX X     X OXX  OOOXOOXO  X XXOXOOO OX XXO XXOOXOX O O OO X O OXXOOX,1
X    O X  XO XOXXOXXOX XO OOO XXOOOO    XOOO XXXXOXOOOXXOX X O O X O X O X XOXX O,1
OXOXXOXXXXOOOOOOOOO  OXOOO OOXOXXOOXXXX XOOOOXXXOOXOXXXOXXOX OOX  XXXXOOXXOXOXXXO,0
OOXXXXOXXOO XXXOOXXXOOO OOXOOXXX OXXXXOOOXXXOOXXOXXOXOOOOOOOXXOOO XXXOOXOXOOOXXXX,1
XXOOXOXOOOXOOOXXOXXXOXXOXXO  XOOOOXOXOXXXOXX O OXXOXXXOOXOXXOX XXOX OO OO XXOOOXO,1
OXXXXXOXOXXOOXOXOXXOOXOOXOOXOOXOOXXXOXXOOOXXXOXXXOXOXXOXOOXOOOOOXOOOOXXOXXXXOXOOX,1
XXXOOXO OXXXOX OOOXXO OX XXOXOXXXXXXXOX O OOOOOOXOO OXXXOOO XXOXOXOOXOOOXXX OXXOO,0
OXOXXOXOXXXOOXOOXOXXOXOXOOXOXXXOOOXOXXOOXXXXXXXXOOOXXOOXOXOOOOXOXXOXXOOOOXOOOXXOX,1
  XO  OXXO XX OOXXXOXXX  OOOX OOO XOX XOXO O X   XOOXXXX OOOXOXXOOX XOO OXO X  O ,0
XXOXOOOOOOXOOXXXOOXOOXOX XOXXXOOXXXXXOOXXXO XOOXOOXXOX OXO XOXOXOOOXOOXXOOXXXXOXO,1
OXXOOXOO XOXOO XX OOXO  OOOXXXOOOOOX OXOOXO XXXOOOXXXXXOX OXOXXXXXOXXXOXXOXXOOOOX,1
XOXOOOXOXXOXXXXOXOOXXOXXXOX XOOXOXOXO OXXXXXXOXOXO XOXOXOOOOOXXOXXOOOX OXOOOXOXOO,1
OO OXXXOXOO O XXOOOXXX OXXXOXO O XXXOO   XX O OOXOX OO XXXX     XXOOOXOO XXO XOXO,1
 XXXXO XOOOOXXOOXXXXOOXOXOOXOOXXOOXXOXXOXXXXXOOXOOOXOOOOXOXXOXOOXXOOXOXXXOOXOXOXO,1
OX O  XX OXXOXOOOXO XO X OOXXO OXOXXXO  O XOOXX OO  XX XX X OX OX X O  XX XOO OOO,1
OOXXOOXOXXXOOO  OXOXXXOX O O XXXXO X OOXO OXOXO XX OXOXOOXO XX XXXXO XOOXOOOX OXO,1
OXO XOXX O XOXXXOXO OXOO X OOOX OXOXXOXX   OO  OXXOOXXOXXOXO OOXOX  O XXXO XOXX O,1
 X OXOX XXOX  OO X OOXOO OX OO   OX X  X  X XXX    X       XXO  O  XO  OXOOOXO   ,1
 OOOXXXXOOOXXOOOXXXXOOOOXXXXX  OXOOXOXOXOXOOOOOXXOXOXXX OOXXXX XXOOOX OOXOOXXOXOX,1
XOO XXXXOOOXOOXXXXOOOOXXOXXOOXXXOXXOOXOOOOXXXXOOOOXXXOXOXXXXOXOXOXXOOOOXOOOOXXXOO,0
 XOOOOOOOXXOXXOOXOXXXOOXOXOXXOXXXOXOXOOO OXOOXXO OXXOOXOOXOOOXXOXOXXXXXOOXXXOXXXO,0
XXOXOXXOOOOXX OXXXOXOXXXO   XXOOXOOOXXOXOO  XOOXXOOOXXXOOOOOX XXXOOXXOXXOOOXOOXOX,0
OXXXOOOOXOOOX XOOXOOXOXXOXXXOXOX OXOOXXOO  OXX XXXXOOX  OOXXXOXXXOXOOOOOX OXXXOOX,1
OOXOXX XOXOOXOX OX X X OOX  OXXOXO XOOOOXX XO OX XXOXOX XO X OOXOOOXOOX OX X OXOX,0
O XXXXOXO XXOO OOXX OOOOXXXOOOOXOXOXXOOOXXXOXXO XXXXOOX OX XOX OX O OOX XOOOXXOOX,0
OXOO XOXXXOXXOOXX XXXXOOOXXOXOOXOXO OXXOXOOOOOXXOOOOOXOXXXXXOOOXOOXOXXOXOX OOXXXX,1
O XOOOOXOOXOOO X XOOX  OOXXXX OO OOOX OX XOX OOXXXXOXOOXXXXOOXXOOX OXX XXXXOOXO X,0
 OOOOXO OO XXXXXOX   O  X O O  XXOO XX OX  O XXXOXXXXXOOOOXXXOOOX XOXXX OOO OXO  ,1
XXXOXO OOXXOOXXOXXOXO OXX OO OXX OOXXXXXOXXXOXXXOOOXXXXX OOXO XOOOOO OOOX  OOO OX,0
OOOXXOXXXXOOOO O OXOXXOXXXXXOXOXXOXOOOXOOOXXXXO XXOXOOOOOXXOOOOOOOXXOXOXOXOXXXXXX,0
XXOOOXXXOXXOOOOXOOOOXX OXOXOOOOOOOXXXXOXXXXOXOOXOXXXXOXXOXOOOOXOOX XOXXXOXXO XOXO,0
OXO OOOOXOOXOXXXXXOXOOOXOOXOXOXXXXOOOXOXXXXOOXXXO OXO OXXXXXXOOOXXOOOXO XOXOXXOOX,1
OOXOXOXOXXOOXXXXXOXXOOXXOXOXOOOXOXXXOXOOOXOXXOX OOOXOXXOXOXOOXXOXOXO XXOOOOOXXX  ,1
OOOOOXOOXOXX X XX  X  OO XX  OX OOOOXO XOXOOXX OOXXOXOXOOO XXXXOXOXO X  X  XXOXO ,0
 O O  X O XOXOXOOXOXOOXO X OXOOOXO XXX  O  XXX  OX XX  OO XXOX OOXOO X OX   X O X,0
OOXX OOOXXOXOOOOOXXXXXOXXXO XO OXOXOX XXOXOXXXXO XXXOXOOOXX OXOO OO OOXOXXOXOOXOX,1
XOXOOXOXXX OXOOOXXOOXOOXOXXXOXOXOOOXXXXXOXOOOOXOOXOXXXXXOOOXXOOXXXOOOOXOOXXXXXOOO,0
XOXXXXOOOXOOXOXOOOOO XXOXOXXXO X OOX OXOXXXOO  XXX XXO  XXXXOXOO OX  XOOOO  XXOOO,1
XOOOXXXOOXO OOOOXXOXOXXOOXOXOXXXOOXXOOOXO OXXOOOXOOXXXOOXOXOOXOXXXOXXXXXXOXOXX OO,0
XXOX OXXXXOOO XOOOXXX OOOXOXOOOX XX OOOO OOXXXXO X O OOXXXXO XXO OXOXOXX  OXOO  X,0
 OX OOOOOXX OOOO  X X OX OOXOXOX XOOXXOXOOO XO OOXXXXO OXXXXX OOXOX  X OXX  XXX O,0
XOXXOOOXXO OOXXOXOOXXXXXXXOOOOOOXOXOXOOOXOOOXXOXXOXOXX OXOOOXOXXXOXOXXOOOXXXXOXOX,1
OOOOXOOXXOXXOOXOOOOXXOX OXXOOXXOXXOOXXXXOXOOXXOOOXOOOXOXXXOXOXXXOXOXXOXXOXXOOOOXX,0
XOOXOOXXOOXO OOOXO XXXXXXO OX O  OXXX OXXOOOO XXXXOOXOXOOOOXOXOXOX XXXOOOOXXO  XX,0
XXXXOOOO  OO XXXXXOO XX OOOOOXXXOO XOOOOOOXOXXXOXOO X XXOXXOXOXOXXOOOX X O XO X X,0
 O OXOXOXOOOOOXOOXOX X  X XOXXOO OOXOXOXX XXXO OX OX O OXXOXXO XXXOOOX  XXX O X O,1
 OO OOXXX OXOOO  XXX XOOXX OOXO XXXOOOO XOXXXXX X  XXOXX OOXOO OXXXOXXXOOO OXOOO ,1
OO OXXOXXOXOXX    XOXOOXOOOXOXXXO XXXXOOXXOOXOOOXOXXXOOOXX XOX XOOOOXOOX OXOOXX X,1
XX O   XOOXOOXOOXXOOXO  OXOXX  OXXXX OXOX XXOOX XX OOOXXOX   OXOXX OXXOXOX OOO OO,1
OXOOXOOXOOOXXOOXOXOXXXOXXXOXO XXOOXXXXOOOOX XOOXXOOOOOOXXXOX XOOXOOOOXXXOXXXOXOXX,0
XXXXXOXOOOXXXOO OXXOXOX XXOOOOXXXXXXOOOOXOXOOOXXOXOXX XXXOOOOXOOXOOOXOXOOXOXXXOOO,0
OOOXXOXXXXXOXXOXX     OOXOOX X OXOXXOXX OOXXOO XXXOXOXO OXOOXOXXOOOXX XOOOO OOOX ,0
OXOXO OXOXOXXXOXXOXOOXOXO XXOOXXOOX OXXXXOOO XXXXOXXOXOO XXOOXXXOOXXXOOOOOXOOOXO ,1
OXXOX XXOXOXOOXOOOXXXXOOXXX XXOOXXOXXXOXOOOOO OXOXOXO OOXXOOXOXOOOXXXOOXXOOOXX OX,0
XOXOOX OOXOXOOXXOOOOXXOXXOXOOOOXXXOXXXOXOOXOOOXXXOX XXOOXOXXXXOXOOXOXOOOXOXXXXOOX,1
OXO XOXO OXOOOXXOXOO OX OOOXO OXXOXX OOXOOOO X  XOOXX  OXXXXXXXO X XXOX OXXXOOXXO,1
OXXOOXOOXOOXOXOXOOOXX X  XOOOXOXXXXXOXOXOXOXOOOXOXXXXO O OOXXOOXXOX XOXXXXXOXOOOO,1
OOOOXOOOO X  XO XOXXXXOXOXXOXO O    XXOOXOO X XX OXXXOX X XOXXOOOX XOO XOXXOXO O ,1
 XOXXXXXOOOO  X XOOXXXXOXOXXOOO XO   X XOOXOXO XOXOOOO XOXXX OOOOOXXOXOXOOX XXOOX,0
XOX XXXXOX XX XOOOOOXOOOOOO OOO XOOXXOOOXOXOXX  OXOXO XXOXXXXXXOOXXOOOOOO XXXXXXO,0
OOOOX OO XXOOXOXXOXOXXOXXXO XOXXXOXOX O XXXXXXXXXXXXOOOOO O XXOOOOOOOX OOXXOOXOXO,1
OXOOO XXO XXXX  X XO XO O OOOOXXXXXOXXOOXOO OOO XO  OXO  XO XX  XX XOX OX  O XOXO,1
XXXOXXOOOOXO  OOXXX XXXXXXXXXOXOXX X OO OXOXOOXX OOXOOOOOOOOXXOXOXX OXOOOOX  OXOX,1
XOOOOX OO XOXOXXXOOX OOOXO X OOOOXXXXOOXXOOOXXX XXOX XXXOXOXOXXXOOXOXOXOXO OXOOXX,1
OXXXOXXXOOXXXOOXOXOXO XXXOOXOOXXXOXXOOXOXXOXOXOOXXXXOOXOOOXXOOXOOOOOOOOXXOXOOXOXX,0
XOOXXOOOXOXOX OXXO OXXOOXXXXOXOO  OXOO XXOOOX OXX OXXOXOXO X XXOXOOX  XXOO OX O X,1
OOXOOX OOOXXXO XXOOOOO OOOX  OOOXXOXOXOXOXXXOOOX X XOXOXXXX  XOXOXXOOX X   X  XOX,0
OXX  X OOXOOXOXOXOXOOOXOXO  XOXOOXOOOXX XXOXXOXXX OX XOOXOOXXOOXXXXXOXXOXXOOOOOXO,1
OOOOXXOO XXXX OOOOXOOXX X XOOX XXXOXO OOOXOXOXOXXXO XXOOX XXXOOOOOXXXOOXXXOOOXXXO,1
XX XOX OXOX O  OOOXXX XOX OXXOOOO O  XOOO  XO XO  XX OOXXXXO X   XXXO  O X     OO,1
OXXOXO X XOOX XXO X XOOXXXXO OX O XOXOOXOX X OXOOOOOOOXOX  XO X  XXXOOX XOXOOOX O,0
XXXXX OOXOOOX  XX OOXO X XOXX XOX X  OXX X XOXOX OOOXO OXO OOOX OOOXO  OOOXO  X X,0
OXXXO  XOOXX OXXX OOXOOXOX  XO XOOXXO XXXXOOX XO XOXXXOOOOOX OO X OX OOOOO OXXX X,1
OXOOXOXOXXOOX OOXXOXXOXOX XOOX X OOXXXXX OOOOXXXO OXXXXOXXXXXOOOOXXXOOX OOOOXOO O,1
XOOOXOXXOOXOXOOXXXX XOXXXOXXOXOXOOOXXOXOOOOXOOOXOXXXXXXOOXOOOXXOXOOOXXXXOXXXOOOOO,0
XX XXXXXOOOO   OO OOOOOOXXX X OO OO OXX    OXOXXOXX OOOOXXXOX X OXXX X XXXOO OXOO,0
  OOOO OX XOX OOOOXO  OX XXO X  XOX O X XX O O XX  OOOOXOX O XXX X XOX XO  X OX  ,0
XXOX OXXXOOXXOXOXX XOOXO  OXOXOOXXOO XXOOOXOOOXXXOOOXXXO O OOXXO OXXXOXXOOOOOX XX,0
OXXOOXXXXOOXOXXOOOOXXOXXXXXOOXOXOOXOOOXOOXXXXXXXXOOXOXOOOOXXXOXXXOXOXOXOOOOOOXXOO,1
OXOOOOXOXXXOX XO XXXXXO XOXOOXOXOOOO XXOOXXOOXOOO XOOXXXOXOX XO XXO OOXOOXXXOXXOX,1
OOXOOOXXXXXXOOOXXOXOXOXXXOXOXXOXXOXOOOOXOOOXXOXOXOOOXX OOXOOOOOXOXXX OXXXXOXXOOXX,1
OXXOOOOOXXXXXXXXOOXXOOXOOOXOXXOXXOXOOXOX XOXXOXOOXOXOXOXOXXXXOOOOO OXXXXXXOOOXOOO,1
OX OOXOOXXOOXXOOXOOXOXOXXOOOOXXXXOXOOXOXOXXOXXXOOOOXXOOOXXXXOOOXXOXOOXXOXXXOXO XX,1
OXXOXOXOO OO OXXXOXOOXXXXOOXX OXXXOXOXXOOOXOXOOOOO XX OXOOOXXXOOOOXXOXOXXOXXXXOX ,1
XXOXXOO OXO  O O  X O X XXOXO XX  OXXO X XOOOXXOOOXXOXOXO XOO OX OOXXX  XXOOOOXX ,1
XXO OOOOXOOXXOOOXOXXOXXOXX XXXXXOXOX XOOXOOOXOOOOOXXOXXXXO OOXOXXXXOOOOOOXXXO XXO,0
XOOOXOO OXXOOOOX OX XX X OOOOXOOXOO XOOXOOXXOX XXOOXX XXXOXXXOOXXOXOXXOO OXXXXOOX,0
OXOXXXOOOOOOXOXXXO OXXXOXOXOXXOOXOXOOOOOOXXX OXOXO XOXOOXXXXXOXXXO OXXOOXXOOOOXXX,1
OX XX X XOXOXOOXXOX OXXXOOXOOXXOO OOXOOXXXXOOXOXXXOOX  OOOXOOX OX XXOXOOX XXOOXOO,1
X XXXO XXOOOOXOOOOXOXXOXOOOXOXXOXXXX OXOXXXXOOOXXXOXOOOOOXOXXXXOXOXXOOOXOOOX XOXO,1
 XXOOXO OXOOOO OOOXXXOOOX XOOXXX XXOOXOXXXOXXXXOXOXOOOXXOOX OOO O XXOXXXOXXOXOXXO,1
OOOXOXOOX OOOOOOOXXOOOXOOXOOOX OOXOOXOXXXXXOXXXOOXOOXXOXXXOOXXXXOXOXOXXOXXXOXXXXX,1
XOOXOOXXOXOOO   XXXOXXXXOXOXX XXX O OOOOOXOXOOXXOOOOOOO O XXXOXOXXX XXX OOXOXOXO ,0
OX   XX OOOOO  XXXXO OX X OOXXOOXXOXOXOO XX O O  XX X XOX XX O OOX  X  OO O X  O ,1
XXOOOXOXXOOXXXOXXXXOOXOXXOOXXOXXOXXOOXOOOXXXXOXOOXOOOXOXXOOOOXXXX OOOOXXOOXOXXOOO,0
 XO XXXOOXOXXXO OO OX O OXOOXXOX  XO XO OOXXXXXXXOX XXXOOX XOXOX OOXOOOXXOOXOO OO,1
 XOOOO XOOOXOXXXO O OO  XO X  O  X  OXXOOX   X XOXX XXOOOXOXXX X OO XX X  OO XOX ,1
OOX OOXXX OOOXOOOO XOOOXOXXXO X XOXXXX  XXXO OXXXXXOOO XX OOOXXOOO XXXOXOOXOXXOOO,0
XOOOXXOXOOXOO O XOXXOOXXOXOOXOOXXXXOOXOXOXO  OXXXXOXOXXXOOOOXXOOXO OXXOOX OOXXXXX,1
OOXXOOXXOXOO XOXOXXOX OXXXXXXOOXXOXOXO XOXOOXXOOXOXXOXXX OXXXOOXOOOOOOXOO  OXOOX ,0
OXOXOXOOOXXOXOXXXOXXOXOXXOXXXXXXOXXOOOOOOXOXXOOOOOXOOOXOXOXXXXXXOOOOXOOOOOXXXXXOX,1
XXOXXXXOOXOXOO OXOXOXOOXOXXOXOXOOXOOXXXXXXOXOOOXOXOXOOXXXOOXOOXOOOXXOOOXXOXXOOXXO,0
OXO  XXXOOXXXOXOOXO OO XOOOO  XXXXO OOXXXO OXOOXOXX OXXOOOXXXOOXXOOXOXOXXX OXXOXO,1
OXXXOOOXXOXOOXOXXO XOXOOOOX OXOOOXXXXOXXXOXXOOOOXOXOXXOXOXXOXOOOOOXXOXOXOXXX  X O,0
XXOXOXXXOXXXXO XOOXOXOXXOXOOXXXOXOXXOXXOOOXOO XOXOOOXX OXXOOOOOOXXOOOOOOOXXXXXXOO,0
XOXO  XXO  XX OOXXXXXOX XX X  OXO   OOXOXO XX O XOOOO O XXXOXOX XOOO XOOOO O  X O,0
O O   X OXXX    O O OOOOXXOX OO XOOOXOXO O XXOXOOO XO X  OXXXXXX XX XOXX OXXOOO X,0
